entry_id,student_id,task_id,topic,difficulty,correct,task_text,solution
2071,4,2071,матрицы,easy,неправильно,"Найдите определитель матрицы [[2, 0], [2, 1]].",
2072,30,2072,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2073,10,2073,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 2 учеников из 5?,
2074,14,2074,функции,hard,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2075,19,2075,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2076,10,2076,проценты,hard,неправильно,Товар стоит 251 тенге. Его уценили на 10%. Найдите новую цену.,
2077,29,2077,интегралы,medium,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2078,17,2078,матрицы,hard,неправильно,"Найдите определитель матрицы [[3, 1], [4, 1]].",
2079,7,2079,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2080,22,2080,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 5 см и 10 см.,
2081,27,2081,логарифмы,medium,правильно,Вычислите log_2 16.,
2082,5,2082,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2083,29,2083,матрицы,medium,правильно,"Найдите определитель матрицы [[0, 1], [1, 5]].",
2084,3,2084,уравнения,easy,неправильно,Решите уравнение: 3x + 0 = 30.,
2085,24,2085,уравнения,hard,правильно,Решите уравнение: 9x - 6 = 57.,
2086,18,2086,производные,easy,неправильно,Найдите производную функции f(x) = x^5.,
2087,20,2087,площадь/объём,medium,правильно,Найдите площадь прямоугольника со сторонами 14 см и 5 см.,
2088,19,2088,дроби,easy,правильно,У ученика было 72 тетрадей. Он отдал 3/5 всех тетрадей. Сколько тетрадей у него осталось?,
2089,1,2089,тригонометрия,medium,неправильно,Вычислите sin 60°.,
2090,26,2090,последовательности,hard,правильно,"В арифметической прогрессии a1 = 8, d = 5. Найдите a11.",
2091,2,2091,тригонометрия,easy,правильно,Вычислите sin 45°.,
2092,7,2092,комбинаторика,easy,правильно,Сколькими способами можно выбрать 7 учеников из 8?,
2093,1,2093,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2094,24,2094,последовательности,easy,правильно,"В арифметической прогрессии a1 = 7, d = 6. Найдите a5.",
2095,8,2095,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2096,14,2096,проценты,easy,неправильно,Товар стоит 425 тенге. Его уценили на 15%. Найдите новую цену.,
2097,10,2097,неравенства,easy,неправильно,Решите неравенство: x > 8.,
2098,3,2098,тригонометрия,medium,неправильно,Вычислите sin 60°.,
2099,26,2099,вероятности,medium,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2100,1,2100,неравенства,hard,правильно,Решите неравенство: x > 2.,
2101,29,2101,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2102,28,2102,функции,hard,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2103,22,2103,последовательности,hard,неправильно,"В арифметической прогрессии a1 = 6, d = 3. Найдите a10.",
2104,24,2104,неравенства,easy,неправильно,Решите неравенство: x > 8.,
2105,16,2105,неравенства,easy,неправильно,Решите неравенство: x > 7.,
2106,11,2106,логарифмы,medium,неправильно,Вычислите log_2 4.,
2107,6,2107,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2108,26,2108,площадь/объём,medium,правильно,Найдите площадь прямоугольника со сторонами 11 см и 9 см.,
2109,9,2109,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2110,26,2110,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2111,26,2111,производные,hard,правильно,Найдите производную функции f(x) = x^2.,
2112,11,2112,логарифмы,easy,неправильно,Вычислите log_2 32.,
2113,15,2113,уравнения,easy,правильно,Решите уравнение: 7x + 7 = 98.,
2114,14,2114,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 2, d = 3. Найдите a12.",
2115,21,2115,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2116,12,2116,тригонометрия,hard,правильно,Вычислите sin 30°.,
2117,20,2117,проценты,medium,неправильно,Товар стоит 640 тенге. Его уценили на 20%. Найдите новую цену.,
2118,1,2118,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2119,2,2119,неравенства,medium,неправильно,Решите неравенство: x > 5.,
2120,19,2120,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 3 учеников из 9?,
2121,25,2121,производные,easy,неправильно,Найдите производную функции f(x) = x^3.,
2122,30,2122,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2123,14,2123,последовательности,easy,правильно,"В арифметической прогрессии a1 = 3, d = 3. Найдите a9.",
2124,4,2124,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2125,18,2125,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2126,15,2126,уравнения,easy,неправильно,Решите уравнение: 8x - 10 = 46.,
2127,29,2127,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2128,23,2128,производные,medium,неправильно,Найдите производную функции f(x) = x^2.,
2129,25,2129,уравнения,hard,правильно,Решите уравнение: 2x + 4 = 20.,
2130,19,2130,логарифмы,easy,неправильно,Вычислите log_2 64.,
2131,13,2131,матрицы,hard,неправильно,"Найдите определитель матрицы [[1, 3], [5, 4]].",
2132,12,2132,комбинаторика,hard,неправильно,Сколькими способами можно выбрать 2 учеников из 10?,
2133,16,2133,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2134,30,2134,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2135,3,2135,арифметика,medium,правильно,Найдите сумму чисел 75 и 44.,
2136,11,2136,комбинаторика,easy,правильно,Сколькими способами можно выбрать 4 учеников из 5?,
2137,14,2137,пределы,hard,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2138,21,2138,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
2139,12,2139,последовательности,easy,правильно,"В арифметической прогрессии a1 = 3, d = 4. Найдите a14.",
2140,8,2140,геометрия,easy,правильно,Периметр квадрата равен 40 см. Найдите длину его стороны.,
2141,23,2141,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2142,10,2142,матрицы,easy,правильно,"Найдите определитель матрицы [[3, 3], [1, 3]].",
2143,5,2143,геометрия,hard,правильно,Периметр квадрата равен 16 см. Найдите длину его стороны.,
2144,29,2144,уравнения,medium,неправильно,Решите уравнение: 7x - 1 = 34.,
2145,21,2145,последовательности,hard,неправильно,"В арифметической прогрессии a1 = 7, d = 6. Найдите a9.",
2146,25,2146,пределы,hard,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2147,24,2147,геометрия,easy,правильно,Периметр квадрата равен 36 см. Найдите длину его стороны.,
2148,29,2148,производные,medium,правильно,Найдите производную функции f(x) = x^4.,
2149,4,2149,дроби,easy,неправильно,У ученика было 77 тетрадей. Он отдал 7/6 всех тетрадей. Сколько тетрадей у него осталось?,
2150,1,2150,неравенства,hard,правильно,Решите неравенство: x > 9.,
2151,13,2151,неравенства,easy,неправильно,Решите неравенство: x > 8.,
2152,7,2152,вероятности,medium,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2153,16,2153,проценты,easy,неправильно,Товар стоит 934 тенге. Его уценили на 5%. Найдите новую цену.,
2154,13,2154,арифметика,easy,неправильно,Найдите сумму чисел 20 и 22.,
2155,22,2155,функции,easy,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2156,9,2156,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2157,28,2157,уравнения,hard,правильно,Решите уравнение: 3x - 9 = 3.,
2158,29,2158,проценты,hard,правильно,Товар стоит 261 тенге. Его уценили на 20%. Найдите новую цену.,
2159,13,2159,логарифмы,hard,неправильно,Вычислите log_2 32.,
2160,6,2160,арифметика,medium,правильно,Найдите сумму чисел 83 и 83.,
2161,6,2161,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2162,16,2162,дроби,hard,правильно,У ученика было 67 тетрадей. Он отдал 5/2 всех тетрадей. Сколько тетрадей у него осталось?,
2163,10,2163,тригонометрия,easy,неправильно,Вычислите sin 45°.,
2164,17,2164,арифметика,hard,неправильно,Найдите сумму чисел 10 и 100.,
2165,30,2165,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2166,19,2166,уравнения,medium,правильно,Решите уравнение: 3x + 3 = 12.,
2167,18,2167,геометрия,easy,правильно,Периметр квадрата равен 28 см. Найдите длину его стороны.,
2168,6,2168,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 7 см.,
2169,30,2169,дроби,medium,правильно,У ученика было 80 тетрадей. Он отдал 8/8 всех тетрадей. Сколько тетрадей у него осталось?,
2170,8,2170,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2171,19,2171,производные,hard,правильно,Найдите производную функции f(x) = x^3.,
2172,1,2172,производные,medium,правильно,Найдите производную функции f(x) = x^2.,
2173,15,2173,проценты,easy,правильно,Товар стоит 342 тенге. Его уценили на 20%. Найдите новую цену.,
2174,10,2174,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2175,24,2175,дроби,easy,правильно,У ученика было 55 тетрадей. Он отдал 2/8 всех тетрадей. Сколько тетрадей у него осталось?,
2176,5,2176,площадь/объём,hard,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 6 см.,
2177,6,2177,тригонометрия,easy,неправильно,Вычислите sin 45°.,
2178,4,2178,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2179,10,2179,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 10, d = 5. Найдите a14.",
2180,13,2180,геометрия,hard,правильно,Периметр квадрата равен 32 см. Найдите длину его стороны.,
2181,8,2181,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2182,5,2182,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2183,16,2183,логарифмы,medium,неправильно,Вычислите log_2 64.,
2184,11,2184,производные,easy,правильно,Найдите производную функции f(x) = x^4.,
2185,12,2185,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2186,1,2186,площадь/объём,hard,неправильно,Найдите площадь прямоугольника со сторонами 4 см и 13 см.,
2187,21,2187,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2188,25,2188,уравнения,easy,правильно,Решите уравнение: 8x + 6 = 126.,
2189,1,2189,геометрия,medium,правильно,Периметр квадрата равен 16 см. Найдите длину его стороны.,
2190,13,2190,производные,easy,неправильно,Найдите производную функции f(x) = x^5.,
2191,18,2191,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 6, d = 2. Найдите a7.",
2192,18,2192,уравнения,easy,неправильно,Решите уравнение: 4x - 5 = 19.,
2193,13,2193,логарифмы,hard,неправильно,Вычислите log_2 2.,
2194,22,2194,комбинаторика,hard,неправильно,Сколькими способами можно выбрать 2 учеников из 5?,
2195,19,2195,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2196,6,2196,производные,medium,правильно,Найдите производную функции f(x) = x^5.,
2197,3,2197,неравенства,hard,неправильно,Решите неравенство: x > 6.,
2198,5,2198,матрицы,easy,неправильно,"Найдите определитель матрицы [[5, 3], [2, 4]].",
2199,13,2199,функции,hard,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2200,26,2200,неравенства,easy,неправильно,Решите неравенство: x > 2.,
2201,16,2201,неравенства,easy,правильно,Решите неравенство: x > 0.,
2202,22,2202,дроби,easy,неправильно,У ученика было 12 тетрадей. Он отдал 2/3 всех тетрадей. Сколько тетрадей у него осталось?,
2203,28,2203,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2204,12,2204,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2205,22,2205,геометрия,hard,правильно,Периметр квадрата равен 36 см. Найдите длину его стороны.,
2206,27,2206,интегралы,medium,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2207,23,2207,тригонометрия,hard,правильно,Вычислите sin 30°.,
2208,19,2208,проценты,easy,неправильно,Товар стоит 417 тенге. Его уценили на 15%. Найдите новую цену.,
2209,4,2209,проценты,easy,неправильно,Товар стоит 207 тенге. Его уценили на 15%. Найдите новую цену.,
2210,5,2210,неравенства,hard,правильно,Решите неравенство: x > 2.,
2211,26,2211,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2212,25,2212,проценты,easy,неправильно,Товар стоит 150 тенге. Его уценили на 15%. Найдите новую цену.,
2213,27,2213,арифметика,medium,неправильно,Найдите сумму чисел 48 и 77.,
2214,27,2214,проценты,medium,правильно,Товар стоит 251 тенге. Его уценили на 10%. Найдите новую цену.,
2215,18,2215,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2216,5,2216,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2217,28,2217,уравнения,medium,неправильно,Решите уравнение: 4x + 6 = 26.,
2218,10,2218,дроби,easy,неправильно,У ученика было 18 тетрадей. Он отдал 2/8 всех тетрадей. Сколько тетрадей у него осталось?,
2219,29,2219,дроби,easy,неправильно,У ученика было 74 тетрадей. Он отдал 5/4 всех тетрадей. Сколько тетрадей у него осталось?,
2220,28,2220,дроби,medium,неправильно,У ученика было 35 тетрадей. Он отдал 3/4 всех тетрадей. Сколько тетрадей у него осталось?,
2221,26,2221,площадь/объём,hard,неправильно,Найдите площадь прямоугольника со сторонами 6 см и 14 см.,
2222,29,2222,тригонометрия,hard,правильно,Вычислите sin 45°.,
2223,25,2223,производные,easy,правильно,Найдите производную функции f(x) = x^2.,
2224,9,2224,матрицы,hard,неправильно,"Найдите определитель матрицы [[3, 4], [4, 1]].",
2225,26,2225,неравенства,easy,неправильно,Решите неравенство: x > 1.,
2226,19,2226,комбинаторика,medium,неправильно,Сколькими способами можно выбрать 4 учеников из 8?,
2227,29,2227,комбинаторика,medium,правильно,Сколькими способами можно выбрать 6 учеников из 10?,
2228,16,2228,площадь/объём,medium,правильно,Найдите площадь прямоугольника со сторонами 7 см и 8 см.,
2229,17,2229,дроби,medium,неправильно,У ученика было 10 тетрадей. Он отдал 3/5 всех тетрадей. Сколько тетрадей у него осталось?,
2230,17,2230,пределы,hard,правильно,Найдите предел lim (x→0) (sin x) / x.,
2231,16,2231,комбинаторика,medium,правильно,Сколькими способами можно выбрать 3 учеников из 6?,
2232,14,2232,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 8 см и 10 см.,
2233,8,2233,уравнения,hard,правильно,Решите уравнение: 9x - 9 = 63.,
2234,24,2234,функции,easy,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2235,28,2235,производные,easy,правильно,Найдите производную функции f(x) = x^3.,
2236,7,2236,интегралы,hard,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2237,19,2237,неравенства,easy,неправильно,Решите неравенство: x > 3.,
2238,28,2238,логарифмы,easy,неправильно,Вычислите log_2 64.,
2239,26,2239,уравнения,easy,неправильно,Решите уравнение: 9x - 7 = 38.,
2240,26,2240,матрицы,medium,неправильно,"Найдите определитель матрицы [[2, 1], [5, 1]].",
2241,16,2241,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2242,29,2242,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2243,7,2243,тригонометрия,medium,правильно,Вычислите sin 45°.,
2244,12,2244,дроби,medium,неправильно,У ученика было 79 тетрадей. Он отдал 5/4 всех тетрадей. Сколько тетрадей у него осталось?,
2245,18,2245,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2246,22,2246,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2247,15,2247,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2248,15,2248,неравенства,medium,правильно,Решите неравенство: x > 3.,
2249,11,2249,логарифмы,medium,неправильно,Вычислите log_2 2.,
2250,17,2250,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2251,21,2251,последовательности,easy,правильно,"В арифметической прогрессии a1 = 1, d = 2. Найдите a15.",
2252,21,2252,площадь/объём,medium,правильно,Найдите площадь прямоугольника со сторонами 3 см и 13 см.,
2253,10,2253,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2254,13,2254,арифметика,hard,неправильно,Найдите сумму чисел 77 и 11.,
2255,11,2255,уравнения,medium,правильно,Решите уравнение: 7x - 5 = 79.,
2256,2,2256,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
2257,1,2257,арифметика,medium,правильно,Найдите сумму чисел 72 и 31.,
2258,5,2258,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2259,26,2259,арифметика,hard,неправильно,Найдите сумму чисел 55 и 76.,
2260,23,2260,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2261,11,2261,логарифмы,easy,неправильно,Вычислите log_2 64.,
2262,18,2262,арифметика,hard,правильно,Найдите сумму чисел 80 и 40.,
2263,30,2263,уравнения,hard,правильно,Решите уравнение: 6x + 1 = 67.,
2264,17,2264,логарифмы,medium,правильно,Вычислите log_2 32.,
2265,6,2265,уравнения,medium,неправильно,Решите уравнение: 9x + 6 = 87.,
2266,9,2266,неравенства,hard,неправильно,Решите неравенство: x > 3.,
2267,22,2267,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2268,14,2268,вероятности,hard,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2269,28,2269,производные,hard,неправильно,Найдите производную функции f(x) = x^5.,
2270,13,2270,вероятности,hard,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2271,7,2271,уравнения,medium,правильно,Решите уравнение: 6x - 4 = 86.,
2272,5,2272,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2273,22,2273,последовательности,easy,правильно,"В арифметической прогрессии a1 = 2, d = 4. Найдите a11.",
2274,6,2274,неравенства,easy,правильно,Решите неравенство: x > 4.,
2275,4,2275,комбинаторика,easy,правильно,Сколькими способами можно выбрать 2 учеников из 5?,
2276,25,2276,последовательности,medium,правильно,"В арифметической прогрессии a1 = 2, d = 1. Найдите a10.",
2277,24,2277,уравнения,hard,правильно,Решите уравнение: 2x + 1 = 25.,
2278,28,2278,дроби,medium,правильно,У ученика было 10 тетрадей. Он отдал 3/6 всех тетрадей. Сколько тетрадей у него осталось?,
2279,2,2279,проценты,easy,правильно,Товар стоит 341 тенге. Его уценили на 5%. Найдите новую цену.,
2280,4,2280,функции,easy,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2281,30,2281,матрицы,hard,правильно,"Найдите определитель матрицы [[2, 4], [0, 3]].",
2282,18,2282,интегралы,hard,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2283,2,2283,неравенства,easy,неправильно,Решите неравенство: x > 0.,
2284,6,2284,геометрия,medium,правильно,Периметр квадрата равен 40 см. Найдите длину его стороны.,
2285,29,2285,пределы,easy,неправильно,Найдите предел lim (x→0) (sin x) / x.,
2286,22,2286,уравнения,hard,неправильно,Решите уравнение: 9x - 2 = 25.,
2287,11,2287,последовательности,easy,неправильно,"В арифметической прогрессии a1 = 10, d = 4. Найдите a9.",
2288,15,2288,тригонометрия,medium,правильно,Вычислите sin 45°.,
2289,22,2289,тригонометрия,medium,неправильно,Вычислите sin 45°.,
2290,29,2290,уравнения,medium,правильно,Решите уравнение: 4x + 7 = 35.,
2291,25,2291,комбинаторика,easy,правильно,Сколькими способами можно выбрать 3 учеников из 5?,
2292,6,2292,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 5 учеников из 8?,
2293,4,2293,вероятности,medium,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2294,28,2294,проценты,medium,неправильно,Товар стоит 251 тенге. Его уценили на 10%. Найдите новую цену.,
2295,4,2295,логарифмы,easy,неправильно,Вычислите log_2 16.,
2296,4,2296,неравенства,easy,правильно,Решите неравенство: x > 1.,
2297,15,2297,геометрия,easy,правильно,Периметр квадрата равен 36 см. Найдите длину его стороны.,
2298,3,2298,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2299,26,2299,проценты,easy,неправильно,Товар стоит 824 тенге. Его уценили на 20%. Найдите новую цену.,
2300,7,2300,тригонометрия,easy,неправильно,Вычислите sin 60°.,
2301,29,2301,матрицы,easy,неправильно,"Найдите определитель матрицы [[0, 3], [1, 1]].",
2302,22,2302,дроби,medium,неправильно,У ученика было 76 тетрадей. Он отдал 2/6 всех тетрадей. Сколько тетрадей у него осталось?,
2303,15,2303,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2304,17,2304,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2305,21,2305,тригонометрия,medium,правильно,Вычислите sin 30°.,
2306,17,2306,дроби,easy,неправильно,У ученика было 49 тетрадей. Он отдал 6/7 всех тетрадей. Сколько тетрадей у него осталось?,
2307,7,2307,функции,easy,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2308,18,2308,арифметика,easy,неправильно,Найдите сумму чисел 55 и 98.,
2309,23,2309,вероятности,easy,неправильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2310,26,2310,проценты,medium,правильно,Товар стоит 235 тенге. Его уценили на 10%. Найдите новую цену.,
2311,10,2311,площадь/объём,medium,неправильно,Найдите площадь прямоугольника со сторонами 10 см и 4 см.,
2312,1,2312,геометрия,easy,неправильно,Периметр квадрата равен 16 см. Найдите длину его стороны.,
2313,29,2313,комбинаторика,medium,правильно,Сколькими способами можно выбрать 5 учеников из 7?,
2314,7,2314,уравнения,hard,правильно,Решите уравнение: 3x - 8 = 16.,
2315,12,2315,производные,hard,правильно,Найдите производную функции f(x) = x^5.,
2316,13,2316,производные,medium,неправильно,Найдите производную функции f(x) = x^3.,
2317,10,2317,матрицы,medium,правильно,"Найдите определитель матрицы [[2, 2], [3, 3]].",
2318,1,2318,комбинаторика,easy,правильно,Сколькими способами можно выбрать 3 учеников из 5?,
2319,1,2319,проценты,medium,неправильно,Товар стоит 790 тенге. Его уценили на 20%. Найдите новую цену.,
2320,10,2320,тригонометрия,hard,неправильно,Вычислите sin 45°.,
2321,1,2321,функции,medium,неправильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2322,6,2322,производные,hard,неправильно,Найдите производную функции f(x) = x^2.,
2323,13,2323,уравнения,medium,неправильно,Решите уравнение: 2x + 3 = 21.,
2324,23,2324,последовательности,easy,правильно,"В арифметической прогрессии a1 = 8, d = 3. Найдите a6.",
2325,11,2325,производные,medium,правильно,Найдите производную функции f(x) = x^2.,
2326,2,2326,пределы,hard,правильно,Найдите предел lim (x→0) (sin x) / x.,
2327,8,2327,последовательности,medium,неправильно,"В арифметической прогрессии a1 = 7, d = 1. Найдите a13.",
2328,23,2328,комбинаторика,easy,правильно,Сколькими способами можно выбрать 5 учеников из 10?,
2329,27,2329,геометрия,easy,правильно,Периметр квадрата равен 24 см. Найдите длину его стороны.,
2330,6,2330,проценты,hard,неправильно,Товар стоит 456 тенге. Его уценили на 10%. Найдите новую цену.,
2331,18,2331,площадь/объём,hard,правильно,Найдите площадь прямоугольника со сторонами 6 см и 3 см.,
2332,14,2332,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 9 см и 15 см.,
2333,6,2333,геометрия,easy,неправильно,Периметр квадрата равен 56 см. Найдите длину его стороны.,
2334,21,2334,арифметика,hard,правильно,Найдите сумму чисел 74 и 30.,
2335,10,2335,геометрия,easy,неправильно,Периметр квадрата равен 36 см. Найдите длину его стороны.,
2336,6,2336,комбинаторика,easy,неправильно,Сколькими способами можно выбрать 4 учеников из 6?,
2337,6,2337,производные,medium,правильно,Найдите производную функции f(x) = x^3.,
2338,9,2338,площадь/объём,hard,неправильно,Найдите площадь прямоугольника со сторонами 5 см и 12 см.,
2339,28,2339,тригонометрия,medium,правильно,Вычислите sin 30°.,
2340,27,2340,проценты,easy,неправильно,Товар стоит 891 тенге. Его уценили на 20%. Найдите новую цену.,
2341,19,2341,интегралы,easy,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2342,26,2342,дроби,medium,правильно,У ученика было 36 тетрадей. Он отдал 6/8 всех тетрадей. Сколько тетрадей у него осталось?,
2343,25,2343,геометрия,easy,неправильно,Периметр квадрата равен 32 см. Найдите длину его стороны.,
2344,24,2344,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
2345,5,2345,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2346,16,2346,интегралы,medium,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2347,17,2347,комбинаторика,easy,правильно,Сколькими способами можно выбрать 5 учеников из 7?,
2348,1,2348,дроби,easy,правильно,У ученика было 41 тетрадей. Он отдал 5/2 всех тетрадей. Сколько тетрадей у него осталось?,
2349,16,2349,интегралы,easy,правильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2350,21,2350,уравнения,easy,правильно,Решите уравнение: 9x - 8 = 37.,
2351,23,2351,геометрия,medium,правильно,Периметр квадрата равен 40 см. Найдите длину его стороны.,
2352,15,2352,производные,easy,неправильно,Найдите производную функции f(x) = x^2.,
2353,25,2353,площадь/объём,hard,правильно,Найдите площадь прямоугольника со сторонами 9 см и 13 см.,
2354,12,2354,уравнения,hard,неправильно,Решите уравнение: 5x + 10 = 20.,
2355,22,2355,дроби,medium,неправильно,У ученика было 68 тетрадей. Он отдал 4/5 всех тетрадей. Сколько тетрадей у него осталось?,
2356,12,2356,функции,hard,правильно,"Определите, является ли зависимость y = 3x + 2 функцией.",
2357,5,2357,вероятности,easy,правильно,"Монету подбрасывают два раза. Найдите вероятность того, что выпадет ровно один орёл.",
2358,9,2358,геометрия,hard,правильно,Периметр квадрата равен 12 см. Найдите длину его стороны.,
2359,5,2359,пределы,medium,правильно,Найдите предел lim (x→0) (sin x) / x.,
2360,27,2360,неравенства,medium,неправильно,Решите неравенство: x > 7.,
2361,28,2361,площадь/объём,easy,правильно,Найдите площадь прямоугольника со сторонами 10 см и 6 см.,
2362,23,2362,тригонометрия,easy,неправильно,Вычислите sin 30°.,
2363,29,2363,матрицы,easy,правильно,"Найдите определитель матрицы [[5, 5], [5, 3]].",
2364,26,2364,арифметика,medium,правильно,Найдите сумму чисел 92 и 66.,
2365,14,2365,пределы,easy,правильно,Найдите предел lim (x→0) (sin x) / x.,
2366,25,2366,проценты,easy,неправильно,Товар стоит 795 тенге. Его уценили на 15%. Найдите новую цену.,
2367,12,2367,интегралы,medium,неправильно,Вычислите неопределённый интеграл ∫ 2x dx.,
2368,23,2368,производные,easy,правильно,Найдите производную функции f(x) = x^5.,
2369,19,2369,площадь/объём,medium,правильно,Найдите площадь прямоугольника со сторонами 13 см и 9 см.,
